from_id,to_id,way_id,highway_type,way_name,length
13.2193_52.538,13.2192_52.5378,774738898,service,,0.000224
13.2193_52.538,13.2189_52.5381,774931723,service,,0.000412
13.2192_52.5378,13.2191_52.5377,774738898,service,,0.000141
13.2191_52.5377,13.2193_52.5376,1103167079,service,,0.000224
13.2188_52.538,13.2192_52.5378,774738906,service,,0.000447
13.2204_52.5402,13.2207_52.5402,774738908,service,,0.000300
13.2204_52.5402,13.22_52.5402,871674054,service,,0.000400
13.2207_52.5402,13.2208_52.5402,774738908,service,,0.000100
13.2208_52.5402,13.2209_52.5401,774738908,service,,0.000141
13.2209_52.5401,13.2209_52.5401,774738908,service,,0.000000
13.2209_52.5401,13.2209_52.54,774738908,service,,0.000100
13.2227_52.5398,13.2225_52.5398,774738910,service,,0.000200
13.2225_52.5398,13.2224_52.5398,774738910,service,,0.000100
13.2224_52.5398,13.2222_52.5398,774738910,service,,0.000200
13.2223_52.5392,13.2223_52.5392,774738911,service,,0.000000
13.2223_52.5392,13.2224_52.5393,774738911,service,,0.000141
13.2223_52.5392,13.2222_52.5392,871674048,service,,0.000100
13.2224_52.5393,13.2224_52.5393,774738911,service,,0.000000
13.2224_52.5393,13.2224_52.5398,774738911,service,,0.000500
13.2303_52.5418,13.2306_52.5417,776739296,residential,Telegrafenweg,0.000316
13.2303_52.5418,13.2302_52.5417,1300880468,service,,0.000141
13.2306_52.5417,13.2308_52.5417,776739296,residential,Telegrafenweg,0.000200
13.2308_52.5417,13.2308_52.5417,776739296,residential,Telegrafenweg,0.000000
13.2308_52.5417,13.231_52.5416,776739296,residential,Telegrafenweg,0.000224
13.2308_52.5417,13.2309_52.5418,780131239,service,,0.000141
13.231_52.5416,13.2311_52.5415,776739296,residential,Telegrafenweg,0.000141
13.2311_52.5415,13.2313_52.5414,776739296,residential,Telegrafenweg,0.000224
13.2313_52.5414,13.2315_52.5412,776739296,residential,Telegrafenweg,0.000283
13.2315_52.5412,13.2317_52.541,776739296,residential,Telegrafenweg,0.000283
13.2317_52.541,13.2317_52.541,776739296,residential,Telegrafenweg,0.000000
13.2317_52.541,13.2317_52.5409,776739296,residential,Telegrafenweg,0.000100
13.2309_52.5418,13.2309_52.5418,780131239,service,,0.000000
13.2309_52.5418,13.2309_52.5419,780131239,service,,0.000100
13.2309_52.5419,13.231_52.542,780131239,service,,0.000141
13.231_52.542,13.231_52.542,780131239,service,,0.000000
13.231_52.542,13.2311_52.542,780131239,service,,0.000100
13.2311_52.542,13.2311_52.5421,780131239,service,,0.000100
13.2311_52.5421,13.2311_52.5425,780131239,service,,0.000400
13.2311_52.5425,13.2311_52.5425,780131239,service,,0.000000
13.2311_52.5425,13.2312_52.5425,780131239,service,,0.000100
13.2312_52.5425,13.2312_52.5425,780131239,service,,0.000000
13.2312_52.5425,13.2314_52.5425,780131239,service,,0.000200
13.2314_52.5425,13.2314_52.5425,780131239,service,,0.000000
13.2314_52.5425,13.2314_52.542,780131239,service,,0.000500
13.2314_52.542,13.2314_52.542,780131239,service,,0.000000
13.2314_52.542,13.2313_52.5419,780131239,service,,0.000141
13.2333_52.5411,13.2332_52.5411,780131240,service,,0.000100
13.2332_52.5411,13.2332_52.5411,780131240,service,,0.000000
13.2332_52.5411,13.233_52.5415,780131240,service,,0.000447
13.232_52.5399,13.232_52.5399,780131241,service,,0.000000
13.232_52.5399,13.2319_52.5399,780131241,service,,0.000100
13.2319_52.5399,13.2318_52.54,780131241,service,,0.000141
13.2318_52.54,13.2316_52.54,780131241,service,,0.000200
13.2307_52.5386,13.2307_52.5386,780131242,service,,0.000000
13.2307_52.5386,13.2306_52.5387,780131242,service,,0.000141
13.2306_52.5387,13.2305_52.5387,780131242,service,,0.000100
13.2305_52.5387,13.2302_52.5389,780131242,service,,0.000361
13.2305_52.5387,13.2306_52.5388,780131243,service,,0.000141
13.2302_52.5389,13.2302_52.5389,780131242,service,,0.000000
13.2302_52.5389,13.2302_52.5392,780131242,service,,0.000300
13.2306_52.5388,13.231_52.539,780131243,service,,0.000447
13.2296_52.5391,13.2297_52.5392,780131244,service,,0.000141
13.2297_52.5392,13.2297_52.5393,780131244,service,,0.000100
13.2297_52.5393,13.2297_52.5395,780131244,service,,0.000200
13.2297_52.5395,13.2298_52.5395,780131244,service,,0.000100
13.2297_52.5395,13.2297_52.5395,780131244,service,,0.000000
13.2297_52.5395,13.2296_52.5396,780131244,service,,0.000141
13.2298_52.5395,13.2297_52.5395,780131244,service,,0.000100
13.2296_52.5396,13.2296_52.5396,780131244,service,,0.000000
13.2296_52.5396,13.2294_52.5396,780131244,service,,0.000200
13.2294_52.5396,13.2292_52.5396,780131244,service,,0.000200
13.2292_52.5396,13.2288_52.5396,780131244,service,,0.000400
13.2287_52.5394,13.2288_52.5393,780131244,service,,0.000141
13.2288_52.5393,13.2288_52.5392,780131244,service,,0.000100
13.2289_52.5392,13.2289_52.5391,780131244,service,,0.000100
13.2289_52.5391,13.229_52.539,780131244,service,,0.000141
13.229_52.539,13.229_52.539,780131244,service,,0.000000
13.229_52.539,13.229_52.5389,780131244,service,,0.000100
13.229_52.5389,13.229_52.5389,780131244,service,,0.000000
13.229_52.5389,13.2289_52.5389,780131244,service,,0.000100
13.2289_52.5389,13.2286_52.5389,780131244,service,,0.000300
13.2289_52.5389,13.2289_52.5386,874516959,service,,0.000300
13.2286_52.5389,13.2286_52.5387,780131252,service,,0.000200
13.2286_52.539,13.229_52.539,780131245,service,,0.000400
13.2286_52.539,13.2286_52.5389,780131252,service,,0.000100
13.2282_52.5385,13.2281_52.5385,780131246,service,,0.000100
13.2281_52.5385,13.2282_52.5386,780131248,service,,0.000141
13.2266_52.5404,13.2266_52.5404,780131248,service,,0.000000
13.2266_52.5404,13.2266_52.5403,780131248,service,,0.000100
13.2266_52.5403,13.2266_52.5403,780131248,service,,0.000000
13.2266_52.5403,13.2266_52.5391,780131248,service,,0.001200
13.2266_52.5391,13.2266_52.5391,780131248,service,,0.000000
13.2266_52.5391,13.2266_52.539,780131248,service,,0.000100
13.2266_52.539,13.2266_52.539,780131248,service,,0.000000
13.2266_52.539,13.2281_52.5385,780131248,service,,0.001581
13.2282_52.5386,13.2282_52.5387,780131248,service,,0.000100
13.2282_52.5387,13.2282_52.5395,780131248,service,,0.000800
13.2282_52.5395,13.2282_52.5397,780131248,service,,0.000200
13.2282_52.5397,13.2282_52.5397,780131248,service,,0.000000
13.2282_52.5397,13.2283_52.5397,780131248,service,,0.000100
13.2283_52.5397,13.2283_52.5397,780131248,service,,0.000000
13.2283_52.5397,13.2285_52.5397,780131248,service,,0.000200
13.2296_52.5397,13.2297_52.5397,780131248,service,,0.000100
13.2297_52.5397,13.2298_52.5397,780131248,service,,0.000100
13.2298_52.5397,13.2298_52.5397,780131248,service,,0.000000
13.2298_52.5397,13.2299_52.5399,780131248,service,,0.000224
13.2299_52.5399,13.2299_52.54,780131248,service,,0.000100
13.2299_52.54,13.2299_52.54,780131248,service,,0.000000
13.2299_52.54,13.2298_52.54,780131248,service,,0.000100
13.2298_52.54,13.2291_52.5401,780131248,service,,0.000707
13.2291_52.5401,13.2267_52.5406,780131248,service,,0.002452
13.2267_52.5406,13.2267_52.5406,780131248,service,,0.000000
13.2267_52.5406,13.2266_52.5406,780131248,service,,0.000100
13.2266_52.5406,13.2266_52.5406,780131248,service,,0.000000
13.2266_52.5406,13.2265_52.5406,780131248,service,,0.000100
13.2265_52.5406,13.2265_52.5406,780131248,service,,0.000000
13.2265_52.5406,13.2263_52.5406,780131251,service,,0.000200
13.2265_52.539,13.2265_52.539,780131249,service,,0.000000
13.2265_52.539,13.2266_52.539,780131249,service,,0.000100
13.2263_52.5406,13.2261_52.5406,780131250,service,,0.000200
13.2261_52.5406,13.2261_52.541,1065093235,service,,0.000400
13.2286_52.5387,13.2287_52.5383,780131252,service,,0.000412
13.2286_52.5382,13.2287_52.5382,780131253,service,,0.000100
13.2288_52.5381,13.2288_52.538,780131253,service,,0.000100
13.222_52.5309,13.222_52.5309,786489308,service,,0.000000
13.222_52.5309,13.222_52.531,786489308,service,,0.000100
13.222_52.531,13.222_52.5312,786489308,service,,0.000200
13.222_52.5312,13.2221_52.5313,786489308,service,,0.000141
13.2221_52.5313,13.2222_52.5313,786489308,service,,0.000100
13.2221_52.5313,13.222_52.5315,786489309,service,,0.000224
13.2222_52.5313,13.2231_52.5312,786489308,service,,0.000906
13.2231_52.5312,13.2232_52.5311,786489308,service,,0.000141
13.2231_52.5312,13.2232_52.5312,873376551,service,,0.000100
13.2232_52.5311,13.2232_52.5311,786489308,service,,0.000000
13.2232_52.5311,13.2232_52.5309,786489308,service,,0.000200
13.2232_52.5309,13.2232_52.5308,786489308,service,,0.000100
13.2232_52.5308,13.2232_52.5308,786489308,service,,0.000000
13.2232_52.5308,13.2232_52.5307,786489308,service,,0.000100
13.222_52.5315,13.2218_52.5316,786489309,service,,0.000224
13.222_52.5315,13.2218_52.5315,786489310,service,,0.000200
13.222_52.5315,13.2222_52.5315,786489311,service,,0.000200
13.222_52.5315,13.222_52.5316,1059375071,service,,0.000100
13.2218_52.5316,13.2216_52.5317,786489309,service,,0.000224
13.2216_52.5317,13.2216_52.5318,786489309,service,,0.000100
13.2216_52.5318,13.2217_52.5322,786489309,service,,0.000412
13.2217_52.5322,13.2217_52.5324,786489309,service,,0.000200
13.2217_52.5324,13.2218_52.5327,786489309,service,,0.000316
13.2218_52.5327,13.2218_52.5327,786489309,service,,0.000000
13.2218_52.5327,13.2219_52.5328,786489309,service,,0.000141
13.2218_52.5315,13.2215_52.5315,786489310,service,,0.000300
13.2222_52.5315,13.2229_52.5315,786489311,service,,0.000700
13.2226_52.543,13.2229_52.5429,814519162,service,,0.000316
13.2226_52.543,13.2224_52.5425,814519163,service,,0.000539
13.2229_52.5429,13.2232_52.5429,814519162,service,,0.000300
13.2229_52.5429,13.2227_52.5426,814519165,service,,0.000361
13.2232_52.5429,13.2235_52.5428,814519162,service,,0.000316
13.2232_52.5429,13.223_52.5426,814519166,service,,0.000361
13.2235_52.5428,13.2237_52.5428,814519162,service,,0.000200
13.2235_52.5428,13.2232_52.5423,814519164,service,,0.000583
13.2338_52.5459,13.2338_52.5459,819178860,service,,0.000000
13.2338_52.5459,13.2339_52.5458,819178860,service,,0.000141
13.2338_52.5459,13.2336_52.5459,819178861,service,,0.000200
13.2336_52.5459,13.2336_52.5459,819178861,service,,0.000000
13.2336_52.5459,13.2335_52.5459,819178861,service,,0.000100
13.2335_52.5459,13.2334_52.546,819178861,service,,0.000141
13.2209_52.5367,13.2208_52.5367,819304219,service,,0.000100
13.2208_52.5367,13.2208_52.5366,819304219,service,,0.000100
13.2208_52.5366,13.2207_52.5364,819304219,service,,0.000224
13.2328_52.5398,13.2328_52.5397,822834613,service,,0.000100
13.2328_52.5397,13.2334_52.5398,822834613,service,,0.000608
13.2334_52.5398,13.2335_52.5398,822834613,service,,0.000100
13.2166_52.5331,13.2173_52.533,823390798,service,,0.000707
13.2364_52.5424,13.2365_52.5422,838136550,service,,0.000224
13.2365_52.5422,13.2365_52.5422,838136550,service,,0.000000
13.2365_52.5422,13.2366_52.542,838136550,service,,0.000224
13.2389_52.5428,13.2388_52.5429,848278933,service,,0.000141
13.2388_52.5429,13.2387_52.5431,848278933,service,,0.000224
13.2437_52.5463,13.2465_52.5465,855787998,service,,0.002807
13.2437_52.5463,13.2438_52.5462,855788001,service,,0.000141
13.2465_52.5465,13.2465_52.5467,855788001,service,,0.000200
13.2437_52.5465,13.2465_52.5467,855787999,service,,0.002807
13.2437_52.5465,13.2437_52.5463,855788001,service,,0.000200
13.2465_52.5467,13.2465_52.5468,855788001,service,,0.000100
13.2438_52.5462,13.2437_52.5462,855788000,service,,0.000100
13.2438_52.5462,13.2465_52.5464,855788001,service,,0.002707
13.2465_52.5464,13.2465_52.5464,855788001,service,,0.000000
13.2465_52.5464,13.2465_52.5465,855788001,service,,0.000100
13.2465_52.5468,13.2463_52.5468,855788001,service,,0.000200
13.2272_52.5407,13.2274_52.5411,855822991,service,,0.000447
13.2272_52.5407,13.2302_52.5401,855824027,service,,0.003059
13.2274_52.5411,13.2274_52.5411,855822991,service,,0.000000
13.2274_52.5411,13.2268_52.5413,855822991,service,,0.000632
13.2268_52.5413,13.2265_52.5413,855822991,service,,0.000300
13.2265_52.5413,13.2265_52.5414,855822991,service,,0.000100
13.2265_52.5414,13.2265_52.5418,855822991,service,,0.000400
13.2265_52.5418,13.2264_52.5419,855822991,service,,0.000141
13.2264_52.5419,13.2265_52.5419,855822991,service,,0.000100
13.2265_52.5419,13.2265_52.542,1300880474,service,,0.000100
13.2265_52.5419,13.228_52.5416,1300880475,service,,0.001530
13.2259_52.5425,13.2282_52.5421,855822992,service,,0.002335
13.2259_52.5425,13.2259_52.5424,1203841271,service,,0.000100
13.2282_52.5421,13.2283_52.5421,855822992,service,,0.000100
13.2283_52.5421,13.2285_52.5421,855822992,service,,0.000200
13.2285_52.5421,13.2285_52.5421,855822992,service,,0.000000
13.2285_52.5421,13.2289_52.5429,855822992,service,,0.000894
13.2283_52.5419,13.2287_52.5418,855824026,service,,0.000412
13.2283_52.5419,13.2283_52.542,1300880469,service,,0.000100
13.2287_52.5418,13.229_52.5418,855824026,service,,0.000300
13.229_52.5418,13.2294_52.5417,855824026,service,,0.000412
13.2294_52.5417,13.2295_52.5417,855824026,service,,0.000100
13.2295_52.5417,13.2299_52.5416,855824026,service,,0.000412
13.2299_52.5416,13.23_52.5416,855824026,service,,0.000100
13.23_52.5416,13.2301_52.5416,855824026,service,,0.000100
13.2301_52.5416,13.2302_52.5416,855824026,service,,0.000100
13.2267_52.5408,13.2272_52.5407,855824027,service,,0.000510
13.2302_52.5401,13.2303_52.5401,855824027,service,,0.000100
13.2303_52.5401,13.2304_52.5402,855824027,service,,0.000141
13.2304_52.5402,13.231_52.5413,855824027,service,,0.001253
13.244_52.5341,13.243_52.5343,855840281,service,,0.001020
13.243_52.5343,13.2423_52.5344,855840281,service,,0.000707
13.2423_52.5344,13.2421_52.5344,855840281,service,,0.000200
13.2421_52.5344,13.242_52.5342,1305941433,service,Großer Spreering,0.000224
13.2415_52.5317,13.2401_52.5324,855840282,service,,0.001565
13.2401_52.5324,13.24_52.5325,855840282,service,,0.000141
13.2482_52.5433,13.2482_52.5433,855845178,service,,0.000000
13.2482_52.5433,13.2478_52.5432,855845178,service,,0.000412
13.2478_52.5432,13.2475_52.5432,855845178,service,,0.000300
13.2475_52.5432,13.2474_52.5432,855845178,service,,0.000100
13.2474_52.5432,13.2472_52.5432,855845178,service,,0.000200
13.2472_52.5432,13.247_52.5432,855845178,service,,0.000200
13.2342_52.5415,13.2342_52.5416,855845179,service,,0.000100
13.2342_52.5416,13.2341_52.5416,855845179,service,,0.000100
13.2341_52.5416,13.234_52.5417,855845179,service,,0.000141
13.2272_52.5281,13.2273_52.5283,855859758,service,,0.000224
13.2273_52.5283,13.2273_52.5284,855859758,service,,0.000100
13.2267_52.5284,13.2266_52.5282,855859760,service,,0.000224
13.2266_52.5282,13.226_52.5283,855859760,service,,0.000608
13.2236_52.5399,13.2239_52.5399,855879161,service,,0.000300
13.2236_52.5399,13.2236_52.5399,855879162,service,,0.000000
13.2236_52.5399,13.2236_52.5395,855879162,service,,0.000400
13.2239_52.5399,13.2239_52.5395,855879161,service,,0.000400
13.2239_52.5395,13.2241_52.5395,900740276,service,,0.000200
13.2234_52.5399,13.2236_52.5399,855879162,service,,0.000200
13.2234_52.5399,13.2234_52.5396,900740276,service,,0.000300
13.2236_52.5395,13.2236_52.5394,855879162,service,,0.000100
13.2236_52.5395,13.2237_52.5395,900740276,service,,0.000100
13.2226_52.5402,13.2231_52.5402,855879163,service,,0.000500
13.2232_52.5401,13.2233_52.5401,855879163,service,,0.000100
13.2233_52.5401,13.2234_52.54,855879163,service,,0.000141
13.2234_52.54,13.2234_52.54,900740276,service,,0.000000
13.2234_52.54,13.2234_52.5399,900740276,service,,0.000100
13.2234_52.54,13.2235_52.54,1065093229,service,,0.000100
13.2248_52.5358,13.2256_52.536,855879167,service,,0.000825
13.2256_52.536,13.2275_52.5362,855879167,service,,0.001910
13.2275_52.5362,13.2273_52.5366,855879167,service,,0.000447
13.2273_52.5366,13.2277_52.5368,855879167,service,,0.000447
13.2398_52.5286,13.2397_52.5286,855885244,service,,0.000100
13.2397_52.5286,13.2394_52.5287,855885244,service,,0.000316
13.2394_52.5287,13.2391_52.5288,855885244,service,,0.000316
13.2391_52.5288,13.2387_52.5289,855885244,service,,0.000412
13.2387_52.5289,13.2383_52.529,855885244,service,,0.000412
13.2383_52.529,13.2382_52.529,855885244,service,,0.000100
13.2382_52.529,13.2382_52.5291,855885244,service,,0.000100
13.2382_52.5291,13.2382_52.5291,855885244,service,,0.000000
13.2382_52.5291,13.2382_52.5292,993737525,service,,0.000100
13.2328_52.5336,13.2346_52.5332,855885397,service,,0.001844
13.2328_52.5336,13.2328_52.5335,891808825,service,,0.000100
13.2346_52.5332,13.2347_52.5332,855885397,service,,0.000100
13.244_52.5376,13.2442_52.5376,855885864,service,,0.000200
13.244_52.5376,13.2437_52.5371,1211744461,service,,0.000583
13.2442_52.5376,13.2455_52.5372,855885864,service,,0.001360
13.2223_52.541,13.221_52.5409,865573064,service,,0.001304
13.221_52.5409,13.2209_52.5409,865573064,service,,0.000100
13.2209_52.5409,13.2207_52.5409,1210497625,service,,0.000200
13.2469_52.5419,13.2471_52.542,871179808,service,,0.000224
13.2222_52.5392,13.2212_52.5391,871674048,service,,0.001005
13.22_52.5401,13.2189_52.5401,871674050,service,,0.001100
13.22_52.5402,13.22_52.5401,871674054,service,,0.000100
13.22_52.5399,13.22_52.5401,871674055,service,,0.000200
13.219_52.539,13.219_52.5392,871674057,service,Zitadellenweg,0.000200
13.219_52.5392,13.219_52.5393,871674057,service,Zitadellenweg,0.000100
13.2193_52.5397,13.2193_52.5393,871674058,service,,0.000400
13.2193_52.5393,13.219_52.5393,871674058,service,,0.000300
13.2177_52.5382,13.2179_52.5381,871684452,service,,0.000224
13.2177_52.5382,13.218_52.5381,1016191848,service,,0.000316
13.2179_52.5381,13.218_52.5381,871684452,service,,0.000100
13.2181_52.5381,13.2181_52.5381,871684452,service,,0.000000
13.2181_52.5381,13.2182_52.5381,871684452,service,,0.000100
13.2182_52.5381,13.2183_52.5381,871684452,service,,0.000100
13.2199_52.5386,13.2199_52.5387,871684453,service,,0.000100
13.2199_52.5387,13.2199_52.5388,871684453,service,,0.000100
13.2199_52.5388,13.2199_52.5388,871684453,service,,0.000000
13.2199_52.5388,13.22_52.5389,871684453,service,,0.000141
13.22_52.5389,13.22_52.539,1103167080,service,,0.000100
13.2411_52.5361,13.2412_52.5361,873375110,service,,0.000100
13.2411_52.5361,13.2411_52.5359,873375111,service,,0.000200
13.2412_52.5361,13.2414_52.536,873375110,service,,0.000224
13.2414_52.536,13.2416_52.536,873375110,service,,0.000200
13.2411_52.5359,13.2411_52.5357,873375111,service,,0.000200
13.2411_52.5357,13.2412_52.5356,873375111,service,,0.000141
13.2412_52.5356,13.2414_52.5356,873375111,service,,0.000200
13.2232_52.5312,13.2233_52.5313,873376551,service,,0.000141
13.2233_52.5313,13.2233_52.5314,873376551,service,,0.000100
13.2233_52.5314,13.2234_52.5318,873376551,service,,0.000412
13.2234_52.5318,13.2233_52.5319,873376551,service,,0.000141
13.2233_52.5319,13.2232_52.532,873376551,service,,0.000141
13.2232_52.532,13.2225_52.532,873376551,service,,0.000700
13.2225_52.532,13.2224_52.532,873376551,service,,0.000100
13.2224_52.532,13.2224_52.5321,873376551,service,,0.000100
13.2224_52.5321,13.2223_52.5321,873376551,service,,0.000100
13.2223_52.5321,13.2224_52.5327,873376551,service,,0.000608
13.2224_52.5327,13.2224_52.5327,873376551,service,,0.000000
13.2224_52.5327,13.2219_52.5328,873376551,service,,0.000510
13.2185_52.5313,13.2185_52.5313,873376552,service,,0.000000
13.2185_52.5313,13.2186_52.5315,873376552,service,,0.000224
13.2186_52.5315,13.2186_52.5315,873376552,service,,0.000000
13.2186_52.5315,13.2188_52.5315,873376552,service,,0.000200
13.2188_52.5315,13.219_52.5315,873376552,service,,0.000200
13.219_52.5315,13.2191_52.5315,873376552,service,,0.000100
13.2191_52.5315,13.2192_52.5315,873376552,service,,0.000100
13.2192_52.5315,13.2194_52.5315,873376552,service,,0.000200
13.2194_52.5315,13.2195_52.5315,873376552,service,,0.000100
13.2195_52.5315,13.2198_52.5315,873376552,service,,0.000300
13.2198_52.5315,13.2202_52.5315,873376552,service,,0.000400
13.2202_52.5315,13.2202_52.5315,873376552,service,,0.000000
13.2202_52.5315,13.2203_52.5315,873376552,service,,0.000100
13.2203_52.5315,13.2203_52.5316,873376552,service,,0.000100
13.2306_52.5466,13.2307_52.5466,874061513,service,,0.000100
13.2306_52.5466,13.2306_52.5466,1005385030,secondary,Daumstraße,0.000000
13.2306_52.5466,13.2305_52.5466,1005385030,secondary,Daumstraße,0.000100
13.2307_52.5466,13.2308_52.5467,874061513,service,,0.000141
13.2308_52.5467,13.2309_52.5467,874061513,service,,0.000100
13.2309_52.5467,13.231_52.5467,1005385029,service,,0.000100
13.2354_52.5293,13.2354_52.5293,874521450,service,,0.000000
13.2354_52.5293,13.2354_52.5295,874521450,service,,0.000200
13.2354_52.5295,13.236_52.5295,874521450,service,,0.000600
13.2465_52.5444,13.2465_52.5444,878827019,service,,0.000000
13.2465_52.5444,13.2465_52.5445,878827019,service,,0.000100
13.2465_52.5445,13.2465_52.5447,878827019,service,,0.000200
13.2412_52.5375,13.2412_52.5375,887037100,service,,0.000000
13.2412_52.5375,13.2411_52.5374,887037100,service,,0.000141
13.2411_52.5374,13.2411_52.5374,887037100,service,,0.000000
13.2411_52.5374,13.2413_52.5372,887037100,service,,0.000283
13.2413_52.5372,13.2413_52.5372,887037100,service,,0.000000
13.2413_52.5372,13.2404_52.5367,887037100,service,,0.001030
13.2457_52.5442,13.2457_52.5442,888616243,service,,0.000000
13.2457_52.5442,13.2457_52.544,888616243,service,,0.000200
13.2228_52.538,13.2226_52.5379,890524141,service,,0.000224
13.2226_52.5379,13.2225_52.5379,890524141,service,,0.000100
13.2327_52.5333,13.2326_52.5333,891808824,service,,0.000100
13.2327_52.5333,13.2327_52.5333,891808825,service,,0.000000
13.2327_52.5333,13.2328_52.5332,891808825,service,,0.000141
13.2326_52.5333,13.2322_52.5333,891808824,service,,0.000400
13.2322_52.5333,13.232_52.5334,891808824,service,,0.000224
13.232_52.5334,13.2319_52.5334,891808824,service,,0.000100
13.2319_52.5334,13.2318_52.5333,891808824,service,,0.000141
13.2318_52.5333,13.2318_52.5333,891808824,service,,0.000000
13.2318_52.5333,13.2317_52.5331,891808824,service,,0.000224
13.2328_52.5335,13.2328_52.5334,891808825,service,,0.000100
13.2328_52.5334,13.2327_52.5333,891808825,service,,0.000141
13.2328_52.5332,13.2328_52.5331,891808825,service,,0.000100
13.2328_52.5331,13.2328_52.533,891808825,service,,0.000100
13.2257_52.5305,13.2257_52.5306,891812635,service,,0.000100
13.2257_52.5306,13.2257_52.5306,891812635,service,,0.000000
13.2257_52.5306,13.2259_52.5312,891812635,service,,0.000632
13.2257_52.5306,13.2256_52.5307,891812636,service,,0.000141
13.2259_52.5312,13.226_52.5315,891812635,service,,0.000316
13.226_52.5315,13.2241_52.5317,891812635,service,,0.001910
13.2241_52.5317,13.2242_52.5321,891812635,service,,0.000412
13.2242_52.5321,13.2244_52.5328,891812635,service,,0.000728
13.2244_52.5328,13.2229_52.533,891812635,service,,0.001513
13.2229_52.533,13.2213_52.5331,891812635,service,,0.001603
13.2256_52.5307,13.2253_52.5306,891812636,service,,0.000316
13.2253_52.5306,13.2246_52.5307,891812636,service,,0.000707
13.2246_52.5307,13.2243_52.5308,891812636,service,,0.000316
13.2243_52.5308,13.2243_52.5308,891812636,service,,0.000000
13.2243_52.5308,13.2242_52.5308,891812636,service,,0.000100
13.2242_52.5308,13.2242_52.5308,891812636,service,,0.000000
13.2242_52.5308,13.2241_52.5308,891812636,service,,0.000100
13.2242_52.5308,13.2243_52.5311,1059375079,service,,0.000316
13.2241_52.5308,13.2241_52.5307,891812636,service,,0.000100
13.2241_52.5307,13.2241_52.5307,891812636,service,,0.000000
13.2241_52.5307,13.2241_52.5306,891812636,service,,0.000100
13.2209_52.5326,13.2209_52.5326,892212591,service,,0.000000
13.2209_52.5326,13.2208_52.5327,892212591,service,,0.000141
13.2208_52.5327,13.2208_52.5327,892212591,service,,0.000000
13.2208_52.5327,13.2202_52.5327,892212591,service,,0.000600
13.2221_52.5415,13.2219_52.5415,895128040,service,,0.000200
13.2244_52.5382,13.2246_52.5382,897881933,service,,0.000200
13.2391_52.5451,13.239_52.5453,897973806,service,,0.000224
13.238_52.5294,13.2379_52.5292,899727524,service,,0.000224
13.2379_52.5292,13.2378_52.529,899727525,service,,0.000224
13.2378_52.529,13.2378_52.529,1203852476,service,,0.000000
13.2378_52.529,13.2378_52.5289,1203852476,service,,0.000100
13.2383_52.5293,13.2383_52.5295,899727526,service,,0.000200
13.2383_52.5295,13.238_52.5296,993737527,service,,0.000316
13.2382_52.5292,13.2383_52.5293,899727527,service,,0.000141
13.2395_52.5291,13.2388_52.5292,899727528,service,,0.000707
13.2395_52.5291,13.2395_52.5288,899727530,service,,0.000300
13.2395_52.5291,13.2397_52.5291,993737530,service,,0.000200
13.2388_52.5292,13.2388_52.5293,993737529,service,,0.000100
13.2399_52.5292,13.2388_52.5293,899727529,service,,0.001105
13.2399_52.5292,13.24_52.5293,899727531,service,,0.000141
13.2388_52.5293,13.2388_52.5295,993737529,service,,0.000200
13.2398_52.5291,13.2399_52.5292,899727531,service,,0.000141
13.24_52.5293,13.2399_52.5293,899727531,service,,0.000100
13.2399_52.5293,13.2388_52.5295,899727531,service,,0.001118
13.2388_52.5295,13.2386_52.5295,993737527,service,,0.000200
13.2234_52.5396,13.2234_52.5395,900740276,service,,0.000100
13.2234_52.5395,13.2236_52.5395,900740276,service,,0.000200
13.2234_52.5395,13.2234_52.5394,1065093228,service,,0.000100
13.2237_52.5395,13.2239_52.5395,900740276,service,,0.000200
13.2409_52.5421,13.2408_52.5421,900746111,service,,0.000100
13.2408_52.5421,13.2407_52.5424,900746111,service,,0.000316
13.2408_52.5421,13.2406_52.5421,900746112,service,,0.000200
13.2406_52.5421,13.2405_52.5423,900746112,service,,0.000224
13.2222_52.5353,13.2221_52.5352,901018872,service,,0.000141
13.2221_52.5352,13.2213_52.5353,901018872,service,,0.000806
13.2213_52.5353,13.2209_52.5353,901018872,service,,0.000400
13.2389_52.54,13.2394_52.5401,912718348,service,,0.000510
13.2402_52.5452,13.2401_52.5454,937081526,service,,0.000224
13.2408_52.5453,13.2408_52.5453,937081527,service,,0.000000
13.2408_52.5453,13.2408_52.5454,937081527,service,,0.000100
13.2408_52.5454,13.2407_52.5454,937081527,service,,0.000100
13.2407_52.5454,13.2407_52.5455,937081527,service,,0.000100
13.2353_52.5466,13.2355_52.5464,944599367,service,,0.000283
13.2347_52.5464,13.2349_52.5462,944599368,service,,0.000283
13.2342_52.5462,13.2344_52.546,944599369,service,,0.000283
13.236_52.5468,13.2361_52.5466,944599370,service,,0.000224
13.2385_52.5419,13.239_52.542,944599381,service,,0.000510
13.2385_52.5419,13.2388_52.5415,1214766942,residential,Simonring,0.000500
13.2378_52.5425,13.2378_52.5425,944599382,service,,0.000000
13.2378_52.5425,13.2376_52.5427,944599382,service,,0.000283
13.2352_52.542,13.2354_52.5419,944599383,service,,0.000224
13.2354_52.5419,13.2354_52.5418,944599383,service,,0.000100
13.2384_52.5373,13.2384_52.5373,947110020,service,,0.000000
13.2384_52.5373,13.2385_52.5372,947110020,service,,0.000141
