from_id,to_id,way_id,highway_type,way_name,length
13.2259_52.528,13.2256_52.5282,937071749,service,,0.000361
13.2256_52.5282,13.2255_52.5282,937071749,service,,0.000100
13.2255_52.5282,13.2254_52.5283,937071749,service,,0.000141
13.2254_52.5283,13.2253_52.5283,937071749,service,,0.000100
13.2253_52.5283,13.2252_52.5283,937071749,service,,0.000100
13.2252_52.5283,13.225_52.5284,937071749,service,,0.000224
13.225_52.5284,13.2248_52.5284,937071749,service,,0.000200
13.2248_52.5284,13.2247_52.5284,937071749,service,,0.000100
13.2247_52.5284,13.2245_52.5284,937071749,service,,0.000200
13.2245_52.5284,13.2243_52.5284,937071749,service,,0.000200
13.2243_52.5284,13.2242_52.5284,937071749,service,,0.000100
13.2242_52.5284,13.2242_52.5284,937071749,service,,0.000000
13.2242_52.5284,13.2241_52.5284,937071749,service,,0.000100
13.2241_52.5284,13.2238_52.5276,937071749,service,,0.000854
13.2238_52.5276,13.2234_52.5277,937071749,service,,0.000412
13.2426_52.528,13.2426_52.5281,723382602,service,,0.000100
13.2426_52.528,13.243_52.528,5095441,tertiary,Wiesendamm,0.000400
13.2426_52.5281,13.2426_52.5281,723382602,service,,0.000000
13.2426_52.5281,13.2427_52.5281,723382602,service,,0.000100
13.2427_52.5281,13.2427_52.5281,723382602,service,,0.000000
13.2427_52.5281,13.2427_52.5282,723382602,service,,0.000100
13.2427_52.5282,13.2427_52.5282,723382602,service,,0.000000
13.2427_52.5282,13.2424_52.5283,723382602,service,,0.000316
13.2424_52.5283,13.2421_52.5285,723382602,service,,0.000361
13.2424_52.5283,13.2424_52.5283,723382603,service,,0.000000
13.2421_52.5285,13.2418_52.5286,723382602,service,,0.000316
13.2421_52.5285,13.242_52.5285,723382603,service,,0.000100
13.2314_52.5285,13.2319_52.5284,971668420,service,,0.000510
13.2319_52.5284,13.2321_52.5284,971668420,service,,0.000200
13.2321_52.5284,13.2325_52.5284,971668420,service,,0.000400
13.2325_52.5284,13.2326_52.5285,971668420,service,,0.000141
13.2326_52.5285,13.2326_52.5285,971668420,service,,0.000000
13.2326_52.5285,13.2328_52.5285,971668420,service,,0.000200
13.2162_52.5269,13.2165_52.5269,24615396,secondary,Charlottenburger Chaussee,0.000300
13.2165_52.5269,13.2168_52.527,24615396,secondary,Charlottenburger Chaussee,0.000316
13.2168_52.527,13.217_52.527,24615396,secondary,Charlottenburger Chaussee,0.000200
13.217_52.527,13.2173_52.5271,24615396,secondary,Charlottenburger Chaussee,0.000316
13.2173_52.5271,13.2175_52.5271,24615396,secondary,Charlottenburger Chaussee,0.000200
13.2175_52.5271,13.2177_52.5272,24615396,secondary,Charlottenburger Chaussee,0.000224
13.2177_52.5272,13.218_52.5273,24615396,secondary,Charlottenburger Chaussee,0.000316
13.218_52.5273,13.2183_52.5274,24615396,secondary,Charlottenburger Chaussee,0.000316
13.2183_52.5274,13.2188_52.5277,24615396,secondary,Charlottenburger Chaussee,0.000583
13.2188_52.5277,13.2192_52.5278,24615396,secondary,Charlottenburger Chaussee,0.000412
13.2192_52.5278,13.2196_52.528,24615396,secondary,Charlottenburger Chaussee,0.000447
13.2196_52.528,13.2198_52.528,24615396,secondary,Charlottenburger Chaussee,0.000200
13.2198_52.528,13.22_52.5281,24615396,secondary,Charlottenburger Chaussee,0.000224
13.22_52.5281,13.2202_52.5282,24615396,secondary,Charlottenburger Chaussee,0.000224
13.2202_52.5282,13.2205_52.5283,24615396,secondary,Charlottenburger Chaussee,0.000316
13.2205_52.5283,13.2207_52.5283,24615396,secondary,Charlottenburger Chaussee,0.000200
13.2207_52.5283,13.221_52.5284,24615396,secondary,Charlottenburger Chaussee,0.000316
13.221_52.5284,13.2212_52.5285,24615396,secondary,Charlottenburger Chaussee,0.000224
13.2212_52.5285,13.2213_52.5285,24615396,secondary,Charlottenburger Chaussee,0.000100
13.2213_52.5285,13.2215_52.5285,24615396,secondary,Charlottenburger Chaussee,0.000200
13.2215_52.5285,13.2217_52.5286,24615396,secondary,Charlottenburger Chaussee,0.000224
13.2217_52.5286,13.2218_52.5286,24615396,secondary,Charlottenburger Chaussee,0.000100
13.2218_52.5286,13.2219_52.5286,24615396,secondary,Charlottenburger Chaussee,0.000100
13.2219_52.5286,13.222_52.5286,24615396,secondary,Charlottenburger Chaussee,0.000100
13.222_52.5286,13.2223_52.5287,24615396,secondary,Charlottenburger Chaussee,0.000316
13.2223_52.5287,13.2225_52.5287,24615396,secondary,Charlottenburger Chaussee,0.000200
13.2225_52.5287,13.2228_52.5287,24615396,secondary,Charlottenburger Chaussee,0.000300
13.2228_52.5287,13.2231_52.5288,24615396,secondary,Charlottenburger Chaussee,0.000316
13.2231_52.5288,13.2235_52.5288,24615396,secondary,Charlottenburger Chaussee,0.000400
13.2231_52.5288,13.2227_52.5288,328408591,secondary,Charlottenburger Chaussee,0.000400
13.2235_52.5288,13.2239_52.5288,24615396,secondary,Charlottenburger Chaussee,0.000400
13.2239_52.5288,13.2243_52.5288,24615396,secondary,Charlottenburger Chaussee,0.000400
13.2243_52.5288,13.2246_52.5288,24615396,secondary,Charlottenburger Chaussee,0.000300
13.2243_52.5288,13.2243_52.5289,47427183,service,,0.000100
13.2246_52.5288,13.2248_52.5288,24615396,secondary,Charlottenburger Chaussee,0.000200
13.2248_52.5288,13.2251_52.5287,24615396,secondary,Charlottenburger Chaussee,0.000316
13.2251_52.5287,13.2253_52.5287,24615396,secondary,Charlottenburger Chaussee,0.000200
13.2253_52.5287,13.2256_52.5287,24615396,secondary,Charlottenburger Chaussee,0.000300
13.2256_52.5287,13.226_52.5286,24615396,secondary,Charlottenburger Chaussee,0.000412
13.226_52.5286,13.2268_52.5285,24615396,secondary,Charlottenburger Chaussee,0.000806
13.2268_52.5285,13.2273_52.5284,24615396,secondary,Charlottenburger Chaussee,0.000510
13.2268_52.5285,13.2267_52.5284,855859760,service,,0.000141
13.2273_52.5284,13.2285_52.5282,24615396,secondary,Charlottenburger Chaussee,0.001217
13.2285_52.5282,13.2285_52.5282,24615396,secondary,Charlottenburger Chaussee,0.000000
13.2285_52.5282,13.2286_52.5282,24615396,secondary,Charlottenburger Chaussee,0.000100
13.2286_52.5282,13.2287_52.5282,24615396,secondary,Charlottenburger Chaussee,0.000100
13.2287_52.5282,13.2288_52.5282,24615396,secondary,Charlottenburger Chaussee,0.000100
13.2288_52.5282,13.2316_52.5277,24615396,secondary,Charlottenburger Chaussee,0.002844
13.2316_52.5277,13.2316_52.5277,24615396,secondary,Charlottenburger Chaussee,0.000000
13.2316_52.5277,13.2317_52.5277,24615396,secondary,Charlottenburger Chaussee,0.000100
13.2317_52.5277,13.2318_52.5277,24615396,secondary,Charlottenburger Chaussee,0.000100
13.2318_52.5277,13.2324_52.5276,24615396,secondary,Charlottenburger Chaussee,0.000608
13.2324_52.5276,13.2324_52.5276,24615396,secondary,Charlottenburger Chaussee,0.000000
13.2324_52.5276,13.2326_52.5276,24615396,secondary,Charlottenburger Chaussee,0.000200
13.2326_52.5276,13.2331_52.5275,24615396,secondary,Charlottenburger Chaussee,0.000510
13.2331_52.5275,13.2337_52.5274,24615396,secondary,Charlottenburger Chaussee,0.000608
13.2337_52.5274,13.2344_52.5273,24615396,secondary,Charlottenburger Chaussee,0.000707
13.2415_52.5281,13.2415_52.5282,185943863,service,,0.000100
13.2415_52.5281,13.2426_52.528,5095441,tertiary,Wiesendamm,0.001105
13.2415_52.5282,13.2415_52.5282,185943863,service,,0.000000
13.2415_52.5282,13.2415_52.5283,185943863,service,,0.000100
13.2415_52.5283,13.2417_52.5289,185943863,service,,0.000632
13.2417_52.5289,13.2424_52.5293,185943863,service,,0.000806
13.2424_52.5293,13.2425_52.5294,185943863,service,,0.000141
13.2425_52.5294,13.2426_52.5294,185943863,service,,0.000100
13.2425_52.5294,13.2438_52.5287,1009735960,service,,0.001476
13.2426_52.5294,13.2427_52.5296,185943863,service,,0.000224
13.2169_52.5288,13.217_52.5288,23492547,service,,0.000100
13.217_52.5288,13.2171_52.5287,23492547,service,,0.000141
13.2171_52.5287,13.2171_52.5286,23492547,service,,0.000100
13.2171_52.5286,13.2172_52.5286,47901794,service,,0.000100
13.2475_52.5295,13.2473_52.5294,904262837,service,,0.000224
13.2473_52.5294,13.2472_52.5294,904262837,service,,0.000100
13.2472_52.5294,13.2471_52.5294,904262837,service,,0.000100
13.2471_52.5294,13.2462_52.5298,904262837,service,,0.000985
13.2462_52.5298,13.2456_52.5299,904262837,service,,0.000608
13.2456_52.5299,13.2448_52.5302,904262837,service,,0.000854
13.2448_52.5302,13.2447_52.5303,904262837,service,,0.000141
13.2447_52.5303,13.2452_52.5313,904262837,service,,0.001118
13.2452_52.5313,13.2453_52.5315,904262837,service,,0.000224
13.2471_52.5325,13.247_52.5323,1124616988,service,,0.000224
13.247_52.5323,13.247_52.5322,1124616988,service,,0.000100
13.247_52.5322,13.247_52.5322,1124616988,service,,0.000000
13.247_52.5322,13.2469_52.5322,1124616988,service,,0.000100
13.2469_52.5322,13.2469_52.5322,1124616988,service,,0.000000
13.2469_52.5322,13.2468_52.5322,1124616988,service,,0.000100
13.2469_52.5326,13.2471_52.5326,873384363,service,,0.000200
13.2471_52.5326,13.2474_52.5325,873384363,service,,0.000316
13.2474_52.5325,13.2477_52.5331,873384363,service,,0.000671
13.2477_52.5331,13.2477_52.5332,873384363,service,,0.000100
13.2477_52.5332,13.2478_52.5331,873384363,service,,0.000141
13.2478_52.5331,13.2479_52.5331,873384363,service,,0.000100
13.2479_52.5331,13.2477_52.5326,873384363,service,,0.000539
13.2477_52.5326,13.2476_52.5325,873384363,service,,0.000141
13.2476_52.5325,13.2476_52.5325,873384363,service,,0.000000
13.2476_52.5325,13.2474_52.5325,873384363,service,,0.000200
13.2167_52.5334,13.2182_52.5332,823390797,service,,0.001513
13.2182_52.5332,13.2183_52.5332,823390797,service,,0.000100
13.2183_52.5332,13.2187_52.5333,823390797,service,,0.000412
13.2473_52.5346,13.2473_52.5346,1121955421,service,,0.000000
13.2473_52.5346,13.2473_52.5345,1121955421,service,,0.000100
13.2473_52.5345,13.2472_52.5344,1121955421,service,,0.000141
13.2472_52.5344,13.2472_52.5342,1121955421,service,,0.000200
13.2472_52.5342,13.2472_52.5341,1121955421,service,,0.000100
13.2472_52.5341,13.2472_52.5341,1121955421,service,,0.000000
13.2472_52.5341,13.2472_52.534,1121955421,service,,0.000100
13.2472_52.534,13.2471_52.5339,1121955421,service,,0.000141
13.2472_52.534,13.2468_52.534,1091857271,service,,0.000400
13.2471_52.5339,13.2473_52.5339,1124121424,service,,0.000200
13.2473_52.5315,13.2472_52.5315,1057136956,service,,0.000100
13.2472_52.5315,13.2468_52.5315,1057136956,service,,0.000400
13.2468_52.5315,13.2467_52.5315,1057136955,service,,0.000100
13.2399_52.5284,13.2398_52.5284,5095433,tertiary,Freiheit,0.000100
13.2399_52.5284,13.2404_52.5283,5095441,tertiary,Wiesendamm,0.000510
13.2398_52.5284,13.2392_52.5286,5095433,tertiary,Freiheit,0.000632
13.2398_52.5284,13.2399_52.5285,855885244,service,,0.000141
13.2392_52.5286,13.2387_52.5288,5095433,tertiary,Freiheit,0.000539
13.2392_52.5286,13.2392_52.5286,1203852480,service,,0.000000
13.2387_52.5288,13.2384_52.5288,5095433,tertiary,Freiheit,0.000300
13.2384_52.5288,13.2382_52.5289,5095433,tertiary,Freiheit,0.000224
13.2382_52.5289,13.2382_52.5289,5095433,tertiary,Freiheit,0.000000
13.2382_52.5289,13.2381_52.5289,5095433,tertiary,Freiheit,0.000100
13.2381_52.5289,13.2378_52.5289,5095433,tertiary,Freiheit,0.000300
13.2378_52.5289,13.2372_52.529,5095433,tertiary,Freiheit,0.000608
13.2372_52.529,13.237_52.529,5095433,tertiary,Freiheit,0.000200
13.237_52.529,13.2368_52.5291,5095433,tertiary,Freiheit,0.000224
13.2368_52.5291,13.2367_52.5291,5095433,tertiary,Freiheit,0.000100
13.2367_52.5291,13.2354_52.5292,5095433,tertiary,Freiheit,0.001304
13.2354_52.5292,13.2346_52.5293,5095433,tertiary,Freiheit,0.000806
13.2354_52.5292,13.2354_52.5293,874521450,service,,0.000100
13.2346_52.5293,13.2343_52.5294,5095433,tertiary,Freiheit,0.000316
13.2346_52.5293,13.2346_52.5294,768512161,service,,0.000100
13.2343_52.5294,13.2337_52.5294,5095433,tertiary,Freiheit,0.000600
13.2343_52.5294,13.2343_52.5294,1091857218,service,,0.000000
13.2337_52.5294,13.2336_52.5294,5095433,tertiary,Freiheit,0.000100
13.2336_52.5294,13.2333_52.5295,5095433,tertiary,Freiheit,0.000316
13.2336_52.5294,13.2336_52.5295,1091857218,service,,0.000100
13.2333_52.5295,13.2331_52.5295,5095433,tertiary,Freiheit,0.000200
13.2333_52.5295,13.2333_52.5295,26138315,service,,0.000000
13.2333_52.5295,13.2333_52.5296,26138315,service,,0.000100
13.2331_52.5295,13.2327_52.5295,5095433,tertiary,Freiheit,0.000400
13.2327_52.5295,13.232_52.5296,5095433,tertiary,Freiheit,0.000707
13.232_52.5296,13.2315_52.5297,5095433,tertiary,Freiheit,0.000510
13.232_52.5296,13.232_52.5297,738138334,service,,0.000100
13.2315_52.5297,13.2306_52.5298,5095433,tertiary,Freiheit,0.000906
13.2306_52.5298,13.2276_52.5301,5095433,tertiary,Freiheit,0.003015
13.2306_52.5298,13.2306_52.5299,26137978,service,,0.000100
13.2276_52.5301,13.2269_52.5302,5095433,tertiary,Freiheit,0.000707
13.2276_52.5301,13.2276_52.5301,738135943,service,,0.000000
13.2269_52.5302,13.2267_52.5303,5095433,tertiary,Freiheit,0.000224
13.2269_52.5302,13.2269_52.5302,738135943,service,,0.000000
13.2269_52.5302,13.2269_52.53,738135943,service,,0.000200
13.2267_52.5303,13.2265_52.5303,5095433,tertiary,Freiheit,0.000200
13.2267_52.5303,13.2267_52.5302,768070415,service,,0.000100
13.2265_52.5303,13.2257_52.5304,5095433,tertiary,Freiheit,0.000806
13.2257_52.5304,13.2244_52.5305,5095433,tertiary,Freiheit,0.001304
13.2257_52.5304,13.2257_52.5304,891812635,service,,0.000000
13.2257_52.5304,13.2257_52.5305,891812635,service,,0.000100
13.2244_52.5305,13.2241_52.5306,5095433,tertiary,Freiheit,0.000316
13.2241_52.5306,13.2239_52.5306,5095433,tertiary,Freiheit,0.000200
13.2239_52.5306,13.2238_52.5306,5095433,tertiary,Freiheit,0.000100
13.2238_52.5306,13.2232_52.5307,5095433,tertiary,Freiheit,0.000608
13.2232_52.5307,13.222_52.5308,5095433,tertiary,Freiheit,0.001204
13.222_52.5308,13.2215_52.5308,5095433,tertiary,Freiheit,0.000500
13.222_52.5308,13.222_52.5309,786489308,service,,0.000100
13.2215_52.5308,13.2214_52.5309,5095433,tertiary,Freiheit,0.000141
13.2214_52.5309,13.2209_52.5309,5095433,tertiary,Freiheit,0.000500
13.2214_52.5309,13.2214_52.5309,1059375061,service,,0.000000
13.2214_52.5309,13.2215_52.5313,1059375061,service,,0.000412
13.2209_52.5309,13.2208_52.5309,5095433,tertiary,Freiheit,0.000100
13.2208_52.5309,13.2207_52.5309,5095433,tertiary,Freiheit,0.000100
13.2208_52.5309,13.2208_52.531,35466808,service,,0.000100
13.2207_52.5309,13.2199_52.531,5095433,tertiary,Freiheit,0.000806
13.2207_52.5309,13.2207_52.531,741224512,service,,0.000100
13.2199_52.531,13.2185_52.5312,5095433,tertiary,Freiheit,0.001414
13.2185_52.5312,13.218_52.5312,5095433,tertiary,Freiheit,0.000500
13.2185_52.5312,13.2185_52.5313,873376552,service,,0.000100
13.218_52.5312,13.2169_52.5314,5095433,tertiary,Freiheit,0.001118
13.2169_52.5314,13.2162_52.5315,5095433,tertiary,Freiheit,0.000707
13.2169_52.5314,13.2169_52.5314,741224511,service,,0.000000
13.2169_52.5314,13.2169_52.5315,741224511,service,,0.000100
13.2162_52.5315,13.2151_52.5316,5095433,tertiary,Freiheit,0.001105
13.2151_52.5316,13.2145_52.5317,5095433,tertiary,Freiheit,0.000608
13.2145_52.5317,13.214_52.5317,5095433,tertiary,Freiheit,0.000500
13.214_52.5317,13.2139_52.5317,5095433,tertiary,Freiheit,0.000100
13.2139_52.5317,13.2138_52.5318,5095433,tertiary,Freiheit,0.000141
13.2434_52.5362,13.2433_52.536,1009735966,service,,0.000224
13.2477_52.5356,13.2469_52.5359,1321797484,service,,0.000854
13.2469_52.5359,13.2471_52.5361,1321797484,service,,0.000283
13.2471_52.5361,13.2472_52.5364,1321797484,service,,0.000316
13.2466_52.5373,13.2465_52.5373,915370640,service,,0.000100
13.2465_52.5373,13.2464_52.5373,915370640,service,,0.000100
13.2464_52.5373,13.2462_52.5371,915370640,service,,0.000283
13.2462_52.5371,13.2462_52.537,915370640,service,,0.000100
13.2462_52.537,13.2463_52.5368,915370640,service,,0.000224
13.2463_52.5368,13.2464_52.5367,915370640,service,,0.000141
13.2464_52.5367,13.2463_52.5366,915370640,service,,0.000141
13.2447_52.5345,13.2448_52.5345,37446489,service,,0.000100
13.2447_52.5345,13.2443_52.534,27113688,service,,0.000640
13.2448_52.5345,13.2449_52.5344,37446489,service,,0.000141
13.2449_52.5344,13.245_52.5344,37446489,service,,0.000100
13.245_52.5344,13.245_52.5344,37446489,service,,0.000000
13.245_52.5344,13.2455_52.5342,37446489,service,,0.000539
13.2455_52.5342,13.2456_52.5342,37446489,service,,0.000100
13.2456_52.5342,13.2457_52.5343,37446489,service,,0.000141
13.2457_52.5343,13.2473_52.5356,37446489,service,,0.002062
13.2473_52.5356,13.2474_52.5356,37446489,service,,0.000100
13.2474_52.5356,13.2475_52.5355,37446489,service,,0.000141
13.2475_52.5355,13.2475_52.5355,37446489,service,,0.000000
13.2475_52.5355,13.2478_52.5355,37446489,service,,0.000300
13.2475_52.5355,13.2468_52.5349,1091857270,service,,0.000922
13.2478_52.5355,13.2477_52.5352,37446489,service,,0.000316
13.2221_52.539,13.2221_52.5389,1293835769,service,,0.000100
13.2221_52.5389,13.2221_52.5386,1293835769,service,,0.000300
13.2221_52.5386,13.2221_52.5385,1293835769,service,,0.000100
13.2221_52.5385,13.2224_52.5383,1293835769,service,,0.000361
13.2218_52.539,13.2218_52.5389,967787866,service,,0.000100
13.2218_52.5389,13.2218_52.5386,967787866,service,,0.000300
13.2218_52.5386,13.2219_52.5385,967787866,service,,0.000141
13.2219_52.5385,13.2219_52.5382,967787866,service,,0.000300
13.2172_52.5387,13.218_52.5388,359874515,service,,0.000806
13.2172_52.5387,13.2172_52.5386,165770583,service,,0.000100
13.2231_52.5402,13.2231_52.5408,1369993541,service,,0.000600
13.2231_52.5402,13.2231_52.5402,855879163,service,,0.000000
13.2231_52.5402,13.2232_52.5401,855879163,service,,0.000141
13.2476_52.5406,13.2475_52.5406,249163488,service,,0.000100
13.2476_52.5406,13.2475_52.5412,407946692,secondary,Paulsternstraße,0.000608
13.2475_52.5406,13.2474_52.5406,249163488,service,,0.000100
13.2474_52.5406,13.2473_52.5406,249163488,service,,0.000100
13.2473_52.5406,13.247_52.5406,249163488,service,,0.000300
13.247_52.5406,13.247_52.5407,1211743977,service,,0.000100
13.2473_52.542,13.2472_52.542,871179809,service,,0.000100
13.2473_52.542,13.2472_52.5423,407946692,secondary,Paulsternstraße,0.000316
13.2472_52.542,13.2471_52.542,871179809,service,,0.000100
13.2471_52.542,13.2471_52.542,871179809,service,,0.000000
13.2471_52.542,13.2469_52.542,871179807,service,,0.000200
13.2209_52.5397,13.2212_52.5397,766218459,service,,0.000300
13.2209_52.5397,13.2209_52.5393,722128351,service,,0.000400
13.2212_52.5397,13.2212_52.5394,766218459,service,,0.000300
13.2212_52.5394,13.2209_52.5393,766218459,service,,0.000316
13.2212_52.5394,13.2212_52.5391,871674047,service,,0.000300
13.2209_52.5393,13.2209_52.5393,722128351,service,,0.000000
13.2209_52.5393,13.2209_52.5392,722128351,service,,0.000100
13.2257_52.5424,13.2257_52.5425,772099404,service,,0.000100
13.2257_52.5425,13.2262_52.5434,772099404,service,,0.001030
13.242_52.5469,13.2421_52.5465,30216468,residential,Schwerter Weg,0.000412
13.2421_52.5465,13.2422_52.5457,30216468,residential,Schwerter Weg,0.000806
13.2328_52.5472,13.2329_52.5471,821852645,service,,0.000141
13.2329_52.5471,13.233_52.5471,821852645,service,,0.000100
13.233_52.5471,13.2331_52.5469,821852645,service,,0.000224
13.2331_52.5469,13.2333_52.5467,821852645,service,,0.000283
13.2333_52.5467,13.2334_52.5465,821852645,service,,0.000224
13.2334_52.5465,13.2335_52.5464,821852645,service,,0.000141
13.2476_52.5448,13.2474_52.5446,5021446,secondary,Gartenfelder Straße,0.000283
13.2474_52.5446,13.2471_52.5443,5021446,secondary,Gartenfelder Straße,0.000424
13.2471_52.5443,13.2471_52.5443,5021446,secondary,Gartenfelder Straße,0.000000
13.2471_52.5443,13.2471_52.5442,5021446,secondary,Gartenfelder Straße,0.000100
13.2471_52.5442,13.2471_52.5442,5021446,secondary,Gartenfelder Straße,0.000000
13.2471_52.5442,13.247_52.5442,5021445,tertiary,Gartenfelder Straße,0.000100
13.2471_52.5442,13.247_52.5441,31719487,secondary,Gartenfelder Straße,0.000141
13.2172_52.5377,13.2174_52.5376,4453035,secondary,Am Juliusturm,0.000224
13.2174_52.5376,13.2182_52.5373,4453035,secondary,Am Juliusturm,0.000854
13.2182_52.5373,13.2187_52.5372,4453035,secondary,Am Juliusturm,0.000510
13.2187_52.5372,13.2191_52.537,4453035,secondary,Am Juliusturm,0.000447
13.2191_52.537,13.2197_52.5369,4453035,secondary,Am Juliusturm,0.000608
13.2191_52.537,13.219_52.537,80029235,service,,0.000100
13.2197_52.5369,13.2201_52.5369,4453035,secondary,Am Juliusturm,0.000400
13.2201_52.5369,13.2205_52.5368,4453035,secondary,Am Juliusturm,0.000412
13.2205_52.5368,13.2209_52.5368,4453035,secondary,Am Juliusturm,0.000400
13.2209_52.5368,13.2209_52.5368,4453035,secondary,Am Juliusturm,0.000000
13.2209_52.5368,13.2212_52.5368,4453035,secondary,Am Juliusturm,0.000300
13.2209_52.5368,13.2209_52.5367,819304219,service,,0.000100
13.2212_52.5368,13.2214_52.5369,4453035,secondary,Am Juliusturm,0.000224
13.2214_52.5369,13.2221_52.5369,4453035,secondary,Am Juliusturm,0.000700
13.2214_52.5369,13.2214_52.5368,1245500678,service,,0.000100
13.2221_52.5369,13.2229_52.537,4453035,secondary,Am Juliusturm,0.000806
13.2221_52.5369,13.2221_52.5369,30448518,service,,0.000000
13.2229_52.537,13.2229_52.5371,4453035,secondary,Am Juliusturm,0.000100
13.2229_52.5371,13.223_52.5371,4453035,secondary,Am Juliusturm,0.000100
13.223_52.5371,13.2231_52.5371,4453035,secondary,Am Juliusturm,0.000100
13.2231_52.5371,13.2233_52.5371,4453035,secondary,Am Juliusturm,0.000200
13.2231_52.5371,13.2231_52.537,1222264066,service,,0.000100
13.2233_52.5371,13.2237_52.5372,4453035,secondary,Am Juliusturm,0.000412
13.2237_52.5372,13.228_52.5378,1319270527,secondary,Am Juliusturm,0.004342
13.2302_52.5383,13.2301_52.5382,4453036,secondary,Am Juliusturm,0.000141
13.2301_52.5382,13.2298_52.5382,4453036,secondary,Am Juliusturm,0.000300
13.2298_52.5382,13.2295_52.5381,4453036,secondary,Am Juliusturm,0.000316
13.2298_52.5382,13.2295_52.5382,219641692,service,,0.000300
13.2295_52.5381,13.229_52.5381,330951948,secondary,Am Juliusturm,0.000500
13.2333_52.541,13.233_52.5408,4581852,tertiary,Gartenfelder Straße,0.000361
13.2333_52.541,13.2333_52.541,30218983,tertiary,Gartenfelder Straße,0.000000
13.2333_52.541,13.2333_52.5411,780131240,service,,0.000100
13.233_52.5408,13.233_52.5408,4581852,tertiary,Gartenfelder Straße,0.000000
13.233_52.5408,13.2329_52.5407,4581852,tertiary,Gartenfelder Straße,0.000141
13.2329_52.5407,13.2328_52.5407,4581852,tertiary,Gartenfelder Straße,0.000100
13.2328_52.5407,13.2327_52.5407,4581852,tertiary,Gartenfelder Straße,0.000100
13.2327_52.5407,13.2326_52.5407,4581852,tertiary,Gartenfelder Straße,0.000100
13.2326_52.5407,13.2326_52.5407,4581852,tertiary,Gartenfelder Straße,0.000000
13.2326_52.5407,13.2325_52.5407,4581852,tertiary,Gartenfelder Straße,0.000100
13.2325_52.5407,13.2322_52.5407,19605966,secondary,Daumstraße,0.000300
13.2325_52.5407,13.2325_52.5408,125190489,secondary,Daumstraße,0.000100
13.2377_52.539,13.238_52.539,4581854,secondary,Nonnendammallee,0.000300
13.238_52.539,13.2383_52.539,4581854,secondary,Nonnendammallee,0.000300
13.2383_52.539,13.2387_52.5389,4581854,secondary,Nonnendammallee,0.000412
13.2387_52.5389,13.239_52.5389,4581854,secondary,Nonnendammallee,0.000300
13.239_52.5389,13.2391_52.5389,4581854,secondary,Nonnendammallee,0.000100
13.239_52.5389,13.239_52.5388,1222264062,service,,0.000100
13.239_52.5389,13.239_52.5389,1323122040,service,,0.000000
13.2391_52.5389,13.2406_52.5387,4581854,secondary,Nonnendammallee,0.001513
13.2406_52.5387,13.2407_52.5387,4581854,secondary,Nonnendammallee,0.000100
13.2406_52.5387,13.2406_52.5387,1323122055,service,,0.000000
13.2407_52.5387,13.2413_52.5386,4581854,secondary,Nonnendammallee,0.000608
13.2407_52.5387,13.2407_52.5386,1323122041,service,,0.000100
13.2413_52.5386,13.2415_52.5386,4581854,secondary,Nonnendammallee,0.000200
13.2415_52.5386,13.2423_52.5385,4581854,secondary,Nonnendammallee,0.000806
13.2423_52.5385,13.2438_52.5383,4581854,secondary,Nonnendammallee,0.001513
13.2438_52.5383,13.2442_52.5383,4581854,secondary,Nonnendammallee,0.000400
13.2442_52.5383,13.2445_52.5382,4581854,secondary,Nonnendammallee,0.000316
13.2442_52.5383,13.2442_52.5382,1323122047,service,,0.000100
13.2445_52.5382,13.245_52.5382,4581854,secondary,Nonnendammallee,0.000500
13.245_52.5382,13.2452_52.5382,4581854,secondary,Nonnendammallee,0.000200
13.2452_52.5382,13.2467_52.5381,4581854,secondary,Nonnendammallee,0.001503
13.2467_52.5381,13.2469_52.5381,4581854,secondary,Nonnendammallee,0.000200
13.2467_52.5381,13.2467_52.538,497705668,service,,0.000100
13.2467_52.5381,13.2467_52.5381,1323122049,service,,0.000000
13.2469_52.5381,13.2474_52.5381,338527879,secondary,Nonnendammallee,0.000500
13.2322_52.5384,13.2324_52.5384,4581855,secondary,Nonnendammallee,0.000200
13.2322_52.5384,13.2323_52.5384,31719426,secondary,Ferdinand-Friedensburg-Platz,0.000100
13.2324_52.5384,13.2324_52.5384,4581855,secondary,Nonnendammallee,0.000000
13.2324_52.5384,13.2326_52.5384,4581855,secondary,Nonnendammallee,0.000200
13.2326_52.5384,13.2326_52.5384,4581855,secondary,Nonnendammallee,0.000000
13.2326_52.5384,13.2332_52.5385,4581855,secondary,Nonnendammallee,0.000608
13.2332_52.5385,13.2341_52.5386,4581855,secondary,Nonnendammallee,0.000906
13.2332_52.5385,13.2332_52.5384,496321474,service,,0.000100
13.2332_52.5385,13.2332_52.5385,1321801876,service,,0.000000
13.2341_52.5386,13.2352_52.5388,4581855,secondary,Nonnendammallee,0.001118
13.2341_52.5386,13.2341_52.5385,767422772,service,,0.000100
13.2341_52.5386,13.2341_52.5386,1321801877,service,,0.000000
13.2352_52.5388,13.2358_52.5389,4581855,secondary,Nonnendammallee,0.000608
13.2352_52.5388,13.2352_52.5387,1321962322,service,,0.000100
13.2358_52.5389,13.2362_52.5389,4581855,secondary,Nonnendammallee,0.000400
13.2362_52.5389,13.2364_52.5389,4581855,secondary,Nonnendammallee,0.000200
13.2362_52.5389,13.2362_52.5389,1321962321,service,,0.000000
13.2364_52.5389,13.2366_52.539,4581855,secondary,Nonnendammallee,0.000224
